kind	source_file	id	json_path	sl	hr	sr	notes
content	data/vsebine.json	vsebine:predlogi.46.hook_si	predlogi.46.hook_si	Decembrski pregled s stranko ne sme biti 'pregled računov'. Mora biti pogovor o lanskem letu in nastavitev za naslednje. Tu je 6-točkovni okvir, ki vsako leto odpre dve do tri nove priložnosti za sodelovanje.	Prosinački pregled s klijentom ne bi trebao biti 'pregled računa'. To bi trebao biti razgovor o prošloj godini i priprema za sljedeću. Ovdje je okvir od 6 točaka koji svake godine otvara dvije do tri nove prilike za suradnju.	Decembarski pregled sa klijentom ne bi trebalo da bude „pregled računa“. To bi trebalo da bude razgovor o prošloj godini i priprema za sledeću. Evo okvira od 6 tačaka koji otvara dve do tri nove mogućnosti za saradnju svake godine.	
content	data/vsebine.json	vsebine:predlogi.46.naslov	predlogi.46.naslov	Year-end review s stranko: agenda, ki uvede prihodnje leto	Pregled s klijentom na kraju godine: plan koji predstavlja nadolazeću godinu	Pregled na kraju godine sa klijentom: dnevni red koji predstavlja narednu godinu	
content	data/vsebine.json	vsebine:predlogi.47.hook_si	predlogi.47.hook_si	MfR analiza je dala 'D' razred. Stranka je pričakovala 'A'. Tu je, kako tak razgovor pripeljati od slabe novice do akcijskega plana, ki stranko opolnomoči, ne sramuje. (Spoiler: ne začni s 'žal mi je'.)	MfR analiza dala je ocjenu 'D'. Klijent je očekivao 'A'. Evo kako prevesti taj razgovor od loših vijesti do akcijskog plana koji osnažuje, a ne sramoti klijenta. (Spoiler: ne započinjite s 'Žao mi je'.)	MfR analiza je dala ocenu 'D'. Klijent je očekivao 'A'. Evo kako taj razgovor prevesti od loših vesti do akcionog plana koji osnažuje, a ne sramoti klijenta. (Spoiler: ne počinji sa 'izvini'.)	
content	data/vsebine.json	vsebine:predlogi.47.naslov	predlogi.47.naslov	Made for Recycling: kako komunicirati negativen rezultat	Napravljeno za recikliranje: kako priopćiti negativan rezultat	Napravljeno za reciklažu: kako preneti negativan rezultat	
content	data/vsebine.json	vsebine:predlogi.48.hook_si	predlogi.48.hook_si	Stranka je dobila MfR razred 'A'. Zdaj to mora prodati svojim B2B kupcem in trgovskim verigam. Tu je predloga komunikacije — kaj povedati, kaj odpustiti, in kako to vključiti v ESG poročilo.	Klijent je dobio MfR ocjenu 'A'. Sada to mora prodati svojim B2B kupcima i maloprodajnim lancima. Evo komunikacijskog predloška — što reći, što otpustiti i kako to uključiti u ESG izvješće.	Klijentu je dodeljena ocena 'A' MfR-a. Sada to mora da proda svojim B2B kupcima i maloprodajnim lancima. Evo šablona za komunikaciju — šta reći, šta pustiti i kako to uključiti u ESG izveštaj.	
content	data/vsebine.json	vsebine:predlogi.48.naslov	predlogi.48.naslov	Made for Recycling: kako komunicirati pozitiven rezultat (kupcu stranke)	Napravljeno za recikliranje: Kako priopćiti pozitivan rezultat (kupčevom kupcu)	Napravljeno za reciklažu: Kako preneti pozitivan rezultat (kupcu kupca)	
content	data/vsebine.json	vsebine:predlogi.49.hook_si	predlogi.49.hook_si	Stranka pošlje email s tem stavkom. Refleks je padec v popust ali obramba. Oba sta napačna. Tu je predloga odgovora, ki obrne pogovor v razlogovanje o vrednosti — in pridobi sestanek, ne popusta.	Kupac šalje e-poruku s ovom frazom. Refleks je pad u popust ili obranu. I jedno i drugo je pogrešno. Evo prijedloga odgovora koji pretvara razgovor u rasuđivanje vrijednosti — i osvaja sastanak, a ne popust.	Kupac šalje e-poštu sa ovom frazom. Refleks je pad u popust ili odbranu. I jedni i drugi nisu u pravu. Evo predloženog odgovora koji pretvara razgovor u vrednosno razmišljanje - i dobija sastanak, a ne popust.	
content	data/vsebine.json	vsebine:predlogi.49.naslov	predlogi.49.naslov	Email: 'konkurent vas je ponudil 30 % ceneje' — kako odgovoriti	E-pošta: 'konkurent vam je ponudio 30% jeftinije' — kako odgovoriti	E-pošta: „konkurent vam je ponudio 30% jeftinije“ — kako da odgovorite	
content	data/vsebine.json	vsebine:predlogi.5.avtor	predlogi.5.avtor	lead-si			
content	data/vsebine.json	vsebine:predlogi.5.hook_si	predlogi.5.hook_si	Pred letom dni je njihova HSE oseba porabila 40 % časa za poročanje in usklajevanje z izvajalci. Danes porabi 10 %. Tu je, kaj smo skupaj naredili — in česa nismo.	Prije godinu dana njihova HSE osoba provela je 40% svog vremena izvještavajući i koordinirajući s izvođačima. Danas troši 10%. Evo što smo zajedno učinili — a što nismo.	Pre godinu dana, njihova HSE osoba je provela 40% svog vremena na izveštavanje i koordinaciju sa izvođačima. Danas troši 10%. Evo šta smo uradili zajedno - a šta nismo.	
content	data/vsebine.json	vsebine:predlogi.5.naslov	predlogi.5.naslov	Kako je slovenski srednji proizvajalec sprostil 30 % časa HSE oddelka	Kako je slovenski proizvođač srednje veličine oslobodio 30% vremena HSE odjela	Kako je slovenački proizvođač srednje veličine oslobodio 30% vremena HSE odeljenja	
content	data/vsebine.json	vsebine:predlogi.50.hook_si	predlogi.50.hook_si	Reference so najboljši prodajni kanal, vendar jih večina komercialistov ne vpraša, ker se 'zdi vsiljivo'. Tu je formula, ki odpravi nelagodje: kdaj vprašati, kako vprašati, kaj točno ponuditi v zameno.	Reference su najbolji kanal prodaje, ali ih većina komercijalista ne traži jer im se 'čini nametljivo'. Evo formule koja eliminira nelagodu: kada pitati, kako pitati, što točno ponuditi zauzvrat.	Reference su najbolji kanal prodaje, ali većina komercijalnih ljudi ih ne traži jer „izgleda nametljivo“. Evo formule koja eliminiše nelagodnost: kada pitati, kako pitati, šta tačno ponuditi zauzvrat.	
content	data/vsebine.json	vsebine:predlogi.50.naslov	predlogi.50.naslov	Kako vprašati stranko za referenco — brez nelagodja	Kako od klijenta tražiti preporuku — a da se ne osjećate nelagodno	Kako tražiti od klijenta referencu — a da se ne osećate neprijatno	
content	data/vsebine.json	vsebine:predlogi.51.hook_si	predlogi.51.hook_si	Vsako podjetje občasno zamuja, naredi napako ali ima izpad. Razlika med profesionalcem in amaterjem je odziv. Tu je struktura, ki ohrani stranko: priznaj v 4 urah, pojasni v 24 urah, popravi v dogovorjenem roku.	Svaki posao kasni, pogriješi ili s vremena na vrijeme dođe do prekida. Razlika između profesionalca i amatera je odgovor. Ovo je struktura koja zadržava kupca: potvrdi unutar 4 sata, objasni unutar 24 sata, popravi unutar dogovorenog vremena.	Svaki posao kasni, pravi grešku ili s vremena na vreme ima prekid. Razlika između profesionalca i amatera je odgovor. Evo strukture koja zadržava kupca: potvrdite u roku od 4 sata, objasnite u roku od 24 sata, popravite u dogovorenom roku.	
content	data/vsebine.json	vsebine:predlogi.51.naslov	predlogi.51.naslov	Crisis communication: ko se kaj zalomi na NAŠI strani	Krizno komuniciranje: kad nešto pukne na NAŠOJ strani	Krizna komunikacija: kada se nešto pokvari na NAŠOJ strani	
content	data/vsebine.json	vsebine:predlogi.52.hook_si	predlogi.52.hook_si	Stranka, ki ima 3 mesece do izteka pogodbe, je v najobčutljivejši fazi. Konkurenca prihaja po njih. Tu je odpiranje pogovora, ki spremeni 'razmišljali bomo' v 'kakšne so možnosti'.	U najosjetljivijoj je fazi kupac koji ima 3 mjeseca do isteka ugovora. Konkurencija dolazi po njih. Evo da otvorimo razgovor koji pretvara 'razmislit ćemo' u 'koje su opcije'.	Kupac koji ima 3 meseca do isteka ugovora je u najosetljivijoj fazi. Konkurencija im dolazi. Evo da otvorimo razgovor koji pretvara „razmislićemo“ u „koje su opcije“.	
content	data/vsebine.json	vsebine:predlogi.52.naslov	predlogi.52.naslov	Pogovor o podaljšanju pogodbe: kdaj odpreti, kaj povedati	Razgovor o produženju ugovora: kada otvoriti, što reći	Razgovor o produženju ugovora: kada otvoriti, šta reći	
content	data/vsebine.json	vsebine:predlogi.53.hook_si	predlogi.53.hook_si	Stranka, ki ima samo EPR shemo, mimogrede omeni, da uvaža izdelke s baterijami. Cross-sell priložnost je tukaj — ampak ne sme delovati pohlepno. Tu je 3-stavčni pristop, ki postavi vprašanje, ne ponudbe.	Kupac koji ima samo EPR shemu usputno spominje da uvozi baterije. Mogućnost dodatne prodaje je ovdje — ali ne smije djelovati pohlepno. Ovo je pristup od 3 rečenice koji postavlja pitanje, a ne ponudu.	Kupac koji ima samo EPR šemu usputno pominje da uvozi baterijske proizvode. Prilika za unakrsnu prodaju je tu — ali ne sme da deluje pohlepno. Evo pristupa od 3 rečenice koji postavlja pitanje, a ne ponudu.	
content	data/vsebine.json	vsebine:predlogi.53.naslov	predlogi.53.naslov	Cross-sell: ko opazimo priložnost za dodatno storitev	Cross-sell: kada vidimo priliku za dodatnu uslugu	Unakrsna prodaja: kada vidimo priliku za dodatnu uslugu	
content	data/vsebine.json	vsebine:predlogi.54.hook_si	predlogi.54.hook_si	Stranka, ki tri mesece ne odgovori, je psihološki test za komercialista. Pošljete? Pokličete? Ne naredite nič? Tu je 3-korakovni pristop, ki ohrani odnos in razkrije resnico — brez pritiska.	Kupac koji se ne javlja tri mjeseca je psihološki test za prodavača. Hoćete li poslati? zoveš li učiniti ništa? Evo pristupa u 3 koraka za održavanje veze i otkrivanje istine – bez pritiska.	Kupac koji se ne javlja tri meseca je psihološki test za prodavca. Hoćeš li poslati? Zoveš li? Ne raditi ništa? Evo pristupa u 3 koraka za održavanje veze i otkrivanje istine - bez pritiska.	
content	data/vsebine.json	vsebine:predlogi.54.naslov	predlogi.54.naslov	Tihi klient: 3 koraki, da se obrnete brez pritiska	Tihi klijent: 3 koraka do kontakta bez pritiska	Tih klijent: 3 koraka do kontakta bez pritiska	
content	data/vsebine.json	vsebine:predlogi.55.hook_si	predlogi.55.hook_si	Letno poročilo o EPR je za mnoge stranke neprijetno branje. Tu je pristop, kako ga paketirati v 2-stranski 'executive summary', ki ga prebere tudi CFO — in ki naša služba spremeni iz 'stroška' v 'partnerstvo'.	Godišnje EPR izvješće je neugodno štivo za mnoge kupce. Evo pristupa kako to upakirati u 'izvršni sažetak' na 2 stranice, koji također čita financijski direktor — i koji našu uslugu pretvara iz 'troška' u 'partnerstvo'.	Godišnji EPR izveštaj je neprijatno čitanje za mnoge kupce. Evo pristupa o tome kako to upakovati u „izvršni sažetak“ na 2 stranice, koji takođe čita finansijski direktor — i koji našu uslugu pretvara iz „troška“ u „partnerstvo“.	
content	data/vsebine.json	vsebine:predlogi.55.naslov	predlogi.55.naslov	Letno poročilo strankam: kako paketirati, da ga preberejo	Godišnje izvješće klijentima: kako upakirati da se čita	Godišnji izveštaj klijentima: kako ga upakovati da bude pročitan	
content	data/vsebine.json	vsebine:predlogi.56.hook_si	predlogi.56.hook_si	Stranka je odpovedala. Naravna reakcija: jeza, pasivna agresija, izginotje. Vsi trije so napake. Profesionalen zaključek pomeni jasen prehod, čista dokumentacija, in — pogosto — pot nazaj v 12 mesecih.	Kupac je otkazao. Prirodna reakcija: ljutnja, pasivna agresija, nestajanje. Sve tri su greške. Profesionalna završna obrada znači jasan prijelaz, čistu dokumentaciju i — često — povratak u roku od 12 mjeseci.	Kupac je otkazao. Prirodna reakcija: bes, pasivna agresija, nestanak. Sve tri su greške. Profesionalni završetak znači jasan prelaz, čistu dokumentaciju i — često — put nazad u roku od 12 meseci.	
content	data/vsebine.json	vsebine:predlogi.56.naslov	predlogi.56.naslov	Profesionalen zaključek sodelovanja: ko stranka odide	Profesionalni kraj angažmana: kada klijent ode	Profesionalni završetak angažmana: kada klijent ode	
content	data/vsebine.json	vsebine:predlogi.57.hook_si	predlogi.57.hook_si	Klic stranke: 'zakaj je račun višji od dogovora?' Najslabši odgovor: 'tako pač je, povišanje materialov.' Tu je 5-stavčna predloga, ki razloži strukturo, postavi kontekst in zapre vprašanje brez nadaljnjega klica.	Poziv kupca: 'zašto je račun veći od dogovora?' Najgori odgovor: 'tako je, povećanje materijala.' Evo predloška od 5 rečenica koji objašnjava strukturu, postavlja kontekst i zatvara pitanje bez daljnjeg.	Kupac zove: 'zašto je račun veći od dogovora?' Najgori odgovor: 'Tako je, povećanje materijala.' Evo šablona od 5 rečenica koji objašnjava strukturu, postavlja kontekst i zatvara pitanje bez daljeg odlaganja.	
content	data/vsebine.json	vsebine:predlogi.57.naslov	predlogi.57.naslov	Stranka ne razume računa: 5-stavčna predloga pojasnila	Kupac ne razumije fakturu: predložak s objašnjenjem od 5 rečenica	Kupac ne razume fakturu: šablon objašnjenja od 5 rečenica	
content	data/vsebine.json	vsebine:predlogi.58.hook_si	predlogi.58.hook_si	Stranka vmes pogodbenega obdobja prosi za drugačen obseg — manj ali več. Pogosta napaka: takoj reči 'pripravim ponudbo'. Boljši pristop: 3 vprašanja, ki razkrijejo, kaj se je spremenilo, in postavijo realno izhodišče.	Usred ugovornog razdoblja kupac traži drugačiji volumen — manji ili veći. Česta pogreška: odmah reći 'Pripremam ponudu'. Bolji pristup: 3 pitanja koja otkrivaju što se promijenilo i postavljaju realnu osnovu.	U sredini ugovornog perioda, kupac traži drugačiji obim — manji ili veći. Uobičajena greška: odmah se kaže 'Spremam ponudu'. Bolji pristup: 3 pitanja koja otkrivaju šta se promenilo i postavljaju realnu osnovu.	
content	data/vsebine.json	vsebine:predlogi.58.naslov	predlogi.58.naslov	Stranka želi spremembo obsega: pogajalska struktura	Klijent želi promjenu opsega: struktura pregovora	Klijent želi promenu obima: pregovaračka struktura	
content	data/vsebine.json	vsebine:predlogi.59.hook_si	predlogi.59.hook_si	Novi CFO pri stranki je hkrati priložnost in tveganje. Pogosto želijo dokazati, da 'optimizirajo stroške' — kar pomeni revizijo pogodb. Tu je 10-minutna predstavitev, ki nas iz 'strošek' postavi v 'partner za skladnost'.	Novi financijski direktor kod klijenta je i prilika i rizik. Često žele pokazati da 'optimiziraju troškove' — što znači reviziju ugovora. Evo 10-minutne demonstracije koja nas vodi od 'troška' do 'partnera za usklađenost'.	Novi finansijski direktor kod klijenta je i prilika i rizik. Oni često žele da pokažu da 'optimizuju troškove' — što znači reviziju ugovora. Evo 10-minutne demonstracije koja nas vodi od 'troška' do 'partnera za usklađenost'.	
content	data/vsebine.json	vsebine:predlogi.59.naslov	predlogi.59.naslov	Prvi sestanek z novim CFO stranke: kako se predstaviti	Prvi sastanak s klijentovim novim financijskim direktorom: kako se predstaviti	Prvi sastanak sa novim finansijskim direktorom klijenta: kako se predstaviti	
content	data/vsebine.json	vsebine:predlogi.6.avtor	predlogi.6.avtor	lead-rs			
content	data/vsebine.json	vsebine:predlogi.6.hook_si	predlogi.6.hook_si	Srbija ni v EU, ampak usklajuje. V zadnjih 6 mesecih je naredila več sprememb, ki imajo neposreden vpliv na podjetja, ki uvažajo ali prodajajo v RS. Tu je pregled za prodajne in marketinške ekipe.	Srbija nije u EU, ali koordinira. U zadnjih 6 mjeseci napravio je nekoliko promjena koje izravno utječu na tvrtke koje uvoze ili prodaju u Republici Sloveniji. Evo pregleda za prodajne i marketinške timove.	Srbija nije u EU, ali koordinira. U poslednjih 6 meseci izvršio je nekoliko promena koje imaju direktan uticaj na kompanije koje uvoze ili prodaju u Republici Sloveniji. Evo pregleda za prodajne i marketinške timove.	
content	data/vsebine.json	vsebine:predlogi.6.naslov	predlogi.6.naslov	Srbska EPR tranzicija: kako berem zadnjih 6 mesecev	EPR tranzicija u Srbiji: kako sam čitao zadnjih 6 mjeseci	Srpski EPR tranzicija: kako sam čitao poslednjih 6 meseci	
content	data/vsebine.json	vsebine:predlogi.60.hook_si	predlogi.60.hook_si	Vsako pomembno podjetje občasno spremeni pravila — minimalne količine, fakturiranje, nove storitve. Slabo objavljena sprememba povzroči odhode. Dobro objavljena okrepi odnos. Tu je struktura objave, ki deluje.	Svaka veća tvrtka s vremena na vrijeme mijenja pravila — minimalne količine, fakturiranje, nove usluge. Slabo objavljena promjena rezultira odlaskom. Dobro reklamirana veza jača vezu. Evo strukture posta koja funkcionira.	Svaka velika kompanija s vremena na vreme menja pravila — minimalne količine, fakturisanje, nove usluge. Slabo objavljena promena dovodi do napuštanja. Dobro objavljena veza jača vezu. Evo strukture posta koja funkcioniše.	
content	data/vsebine.json	vsebine:predlogi.60.naslov	predlogi.60.naslov	Sprememba naših pravil / tarif: kako objaviti, da stranke ne odidejo	Promjena u našim pravilima / cijenama: kako objavljivati ​​tako da kupci ne odu	Promena naših pravila/cena: kako objaviti da kupci ne odlaze	
content	data/vsebine.json	vsebine:predlogi.61.hook_si	predlogi.61.hook_si	ESG vprašalniki velikih kupcev prihajajo z dvema rokoma: 'do petka' ali 'v 3 tednih'. Tu sta dve verziji odgovora — kratka za rok 'do petka', dolga za 3 tedne. Razlika ni v vsebini, ampak v gostoti.	ESG upitnici velikih kupaca dolaze s dva roka: 'do petka' ili 'unutar 3 tjedna'. Ovdje su dvije verzije odgovora — skraćeno za rok 'do petka', dugo za 3 tjedna. Razlika nije u sadržaju, već u gustoći.	ESG upitnici velikih kupaca dolaze sa dva roka: 'do petka' ili 'u roku od 3 nedelje'. Evo dve verzije odgovora — kratko za rok „do petka“, dugo za 3 nedelje. Razlika nije u sadržaju, već u gustini.	
content	data/vsebine.json	vsebine:predlogi.61.naslov	predlogi.61.naslov	ESG response template: kratka in dolga verzija	ESG predložak odgovora: kratka i duga verzija	ESG šablon odgovora: kratka i duga verzija	
content	data/vsebine.json	vsebine:predlogi.62.hook_si	predlogi.62.hook_si	Stranka kliče med inšpekcijo. ARSO inšpektor stoji pri njih. Kaj povedati v 60 sekundah? Tu je protokol, ki ga uporabljamo: tri stavki za inšpektorja (ki jih stranka prebere), tri za stranko po klicu.	Kupac zove tijekom pregleda. Uz njih stoji inspektor ARSO-a. Što reći u 60 sekundi? Evo protokola koji koristimo: tri rečenice za inspektora (čita kupac), tri za kupca nakon poziva.	Kupac se javlja tokom pregleda. Inspektor ARSO stoji pored njih. Šta reći za 60 sekundi? Evo protokola koji koristimo: tri rečenice za inspektora (da ih pročita kupac), tri za kupca nakon poziva.	
content	data/vsebine.json	vsebine:predlogi.62.naslov	predlogi.62.naslov	Klic v vročini ARSO inšpekcije: kako pomagati v živo	Poziv u žaru inspekcije ARSO-a: kako pomoći živjeti	Poziv u žaru inspekcije ARSO: kako pomoći da se živi	
content	data/vsebine.json	vsebine:predlogi.63.hook_si	predlogi.63.hook_si	QBR ni samo 'pregled metrik'. Pravi QBR vsake 3 mesece odpre dva pogovora: kaj smo skupaj dosegli (priznanje) in kaj se obeta (priložnost). Tu je 60-minutna agenda, ki je standard za naše top stranke.	QBR nije samo 'pregled metrike'. Pravi QBR otvara dva razgovora svaka 3 mjeseca: što smo zajedno postigli (priznanje) i što je pred nama (prilika). Ovdje je raspored od 60 minuta koji je standardan za naše vrhunske klijente.	KBR nije samo 'pregled metrika'. Pravi KBR otvara dva razgovora svaka 3 meseca: šta smo zajedno postigli (priznanje) i šta je pred nama (prilika). Evo 60-minutnog dnevnog reda koji je standardan za naše vrhunske klijente.	
content	data/vsebine.json	vsebine:predlogi.63.naslov	predlogi.63.naslov	Quarterly Business Review (QBR) s stranko: struktura, ki odpre nove posle	Tromjesečni pregled poslovanja (QBR) s klijentom: struktura koja otvara nove poslove	Kvartalni pregled poslovanja (KBR) sa klijentom: struktura koja otvara novi posao	
content	data/vsebine.json	vsebine:predlogi.7.hook_si	predlogi.7.hook_si	Ko PPWR začne veljati neposredno (kot EU uredba), bo del nadomestil slovensko Uredbo o embalaži. Drugi del bo soobstajal. Konkretna primerjava — kar moraš vedeti, če si zavezanec v SI.	Kada PPWR stupi na snagu izravno (kao uredba EU), dijelom će zamijeniti slovensku Uredbu o ambalaži. Drugi dio će koegzistirati. Konkretna usporedba — što trebate znati ako ste porezni obveznik u SI.	Kada PPVR stupi na snagu direktno (kao propis EU), on će delimično zameniti slovenačku Uredbu o ambalaži. Drugi deo će koegzistirati. Konkretno poređenje — šta treba da znate ako ste poreski obveznik u SI.	
content	data/vsebine.json	vsebine:predlogi.7.naslov	predlogi.7.naslov	PPWR vs slovenska Uredba o embalaži: kje se razlikujeta	PPWR naspram slovenske Uredbe o ambalaži: gdje se razlikuju	PPVR vs slovenačka regulativa o ambalaži: gde se razlikuju	
content	data/vsebine.json	vsebine:predlogi.8.hook_si	predlogi.8.hook_si	Marketing želi trajnostno embalažo. Nabava želi nižjo ceno. Trajnost se na koncu vedno izgubi, ker nima 'številke'. Tu je okvir, kako eco-design pretvoriti v ROI, ki nabavo zares prepriča.	Marketing želi održivu ambalažu. Nabava želi nižu cijenu. Trajnost se na kraju uvijek gubi jer nema 'broj'. Evo okvira kako eko-dizajn pretvoriti u ROI koji stvarno uvjerava nabavu.	Marketing želi održivo pakovanje. Nabavka hoće nižu cenu. Trajnost se na kraju uvek gubi jer nema 'broj'. Evo okvira o tome kako pretvoriti eko-dizajn u povraćaj ulaganja koji zaista ubeđuje nabavku.	
content	data/vsebine.json	vsebine:predlogi.8.naslov	predlogi.8.naslov	ROI eco-designa: kako pokazati nabavi, da se splača	ROI eko-dizajna: kako pokazati da se nabava isplati	Povraćaj ulaganja eko-dizajna: kako pokazati da se nabavka isplati	
content	data/vsebine.json	vsebine:predlogi.9.avtor	predlogi.9.avtor	koord			
content	data/vsebine.json	vsebine:predlogi.9.hook_si	predlogi.9.hook_si	Imamo stranko s prisotnostjo v SI, HR in RS. Pred letom dni: trije ločeni partnerji, trije računi, tri poročila. Danes: ena pogodba. Kako je to videti v praksi in zakaj — kljub dodatnim vrstam dela — je stranka zadovoljna.	Imamo klijenta koji je prisutan u SI, HR i RS. Prije godinu dana: tri odvojena partnera, tri računa, tri izvješća. Danas: Jedan ugovor. Kako to izgleda u praksi i zašto je – unatoč dodatnim vrstama radova – kupac zadovoljan.	Imamo klijenta koji je prisutan u SI, HR i RS. Pre godinu dana: tri odvojena partnera, tri naloga, tri izveštaja. Danas: Jedan ugovor. Kako to izgleda u praksi i zašto je — uprkos dodatnim poslovima — kupac zadovoljan.	
content	data/vsebine.json	vsebine:predlogi.9.naslov	predlogi.9.naslov	Multi-Adria pogodba: kako en kontakt pokrije vse tri trge	Multi-Adria ugovor: kako jedan kontakt pokriva sva tri tržišta	Multi-Adria ugovor: kako jedan kontakt pokriva sva tri tržišta	
content	data/vsebine.json	vsebine:statusi.nacrtovano.naziv	statusi.nacrtovano.naziv	Načrtovano	Planirano	Planirano	
content	data/vsebine.json	vsebine:statusi.objavljeno.naziv	statusi.objavljeno.naziv	Objavljeno			
content	data/vsebine.json	vsebine:statusi.osnutek.naziv	statusi.osnutek.naziv	Osnutek			
content	data/vsebine.json	vsebine:teme.ekodizajn.naziv	teme.ekodizajn.naziv	Eco-design			
content	data/vsebine.json	vsebine:teme.ekodizajn.opis	teme.ekodizajn.opis	Recyclability, Made for Recycling, materiali	Mogućnost recikliranja, napravljeno za recikliranje, materijali	Reciklabilnost, Napravljen za reciklažu, materijali	
content	data/vsebine.json	vsebine:teme.komunikacija.barva	teme.komunikacija.barva	pink			
content	data/vsebine.json	vsebine:teme.komunikacija.naziv	teme.komunikacija.naziv	Komunikacija s stranko	Komunikacija s kupcem	Komunikacija sa kupcem	
content	data/vsebine.json	vsebine:teme.komunikacija.opis	teme.komunikacija.opis	Skripte, email predloge, vodila za pogovor s strankami	Skripte, predlošci e-pošte, vodiči za razgovor s kupcima	Skripte, šabloni e-pošte, vodiči za razgovor sa kupcima	
content	data/vsebine.json	vsebine:teme.ppwr.opis	teme.ppwr.opis	EU Uredba 2025/40 o embalaži	Uredba EU 2025/40 o pakiranju	Uredba EU 2025/40 o ambalaži	
content	data/vsebine.json	vsebine:teme.praksa.naziv	teme.praksa.naziv	Primer iz prakse	Primjer iz prakse	Primer iz prakse	
content	data/vsebine.json	vsebine:teme.praksa.opis	teme.praksa.opis	Anonimiziran primer ali izkušnja	Anonimizirani primjer ili iskustvo	Anonimizovan primer ili iskustvo	
content	data/vsebine.json	vsebine:teme.regulator.naziv	teme.regulator.naziv	Regulatorni update	Ažuriranje propisa	Regulatorno ažuriranje	
content	data/vsebine.json	vsebine:teme.regulator.opis	teme.regulator.opis	Spremembe SI/HR/RS/EU pravnega okvira	Promjene pravnog okvira SI/HR/RS/EU	Promene pravnog okvira SI/HR/RS/EU	
content	data/zakonodaja-hr.json	zakonodaja-hr:_opis	_opis	Pregled ključne EPR in okoljske zakonodaje na Hrvaškem. Datumi in določila se spreminjajo — pred uporabo v ponudbi PREVERI veljavno verzijo na zakon.hr in mingor.gov.hr. To je orodje za prodajalca, ne pravni vir.	Pregled ključnih EPR i okolišnog zakonodavstva u Hrvatskoj. Datumi i uvjeti podložni su promjenama — prije korištenja ponude PROVJERITE važeću verziju na zakon.hr i mingor.gov.hr. Ovo je alat dobavljača, a ne pravni izvor.	Pregled ključnih EPR i ekoloških zakona u Hrvatskoj. Datumi i uslovi su podložni promenama — pre korišćenja ponude, PROVERITE važeću verziju na zakon.hr i mingor.gov.hr. Ovo je alatka dobavljača, a ne pravni resurs.	
content	data/zakonodaja-hr.json	zakonodaja-hr:_opozorilo	_opozorilo	Pred pomembnimi odločitvami preveri trenutno veljavne predpise pri Ministarstvu gospodarstva i održivog razvoja (MINGOR) ali Fondu za zaštitu okoliša i energetsku učinkovitost (FZOEU).	Prije donošenja važnih odluka provjerite trenutno važeće propise u Ministarstvu gospodarstva i održivog razvoja (MINGOR) ili Fondu za zaštitu okoliša i energetsku učinkovitost (FZOEU).	Pre donošenja važnih odluka proverite trenutno važeće propise u Ministarstvu ekonomije i održivog razvoja (MINGOR) ili Fondu za zaštitu životne sredine i energetsku efikasnost (FZOEU).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.kljucne_obveznosti.0	sklopi.0.kljucne_obveznosti.0	Vpis v register FZOEU pred dajanjem izdelkov na trg.	Upis u upisnik FZOEU prije stavljanja proizvoda u promet.	Upis u registar FZOEU pre stavljanja proizvoda u promet.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.kljucne_obveznosti.1	sklopi.0.kljucne_obveznosti.1	Letno poročanje količin (Obrazac PL-PROIZ).	Godišnja prijava količina (Obrazac PL-PROIZ).	Godišnje izveštavanje o količinama (Obrazac PL-PROIZ).	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.kljucne_obveznosti.2	sklopi.0.kljucne_obveznosti.2	Plačilo prispevkov v FZOEU oziroma vključitev v operaterja sheme.	Uplata doprinosa FZOEU ili uključivanje u shemu operatera.	Plaćanje doprinosa u FZOEU ili uključivanje u operatera šeme.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.kljucne_obveznosti.3	sklopi.0.kljucne_obveznosti.3	Označevanje izdelkov skladno z določili posameznih tokov.	Označavanje proizvoda u skladu s odredbama pojedinih tokova.	Označavanje proizvoda u skladu sa odredbama pojedinačnih tokova.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.koga_zavezuje	sklopi.0.koga_zavezuje	Proizvajalce in uvoznike izdelkov v zadevnih tokovih (embalaža, EE-oprema, baterije, gume, vozila, olja). Tudi spletni prodajalci, ki prodajajo končnim potrošnikom v HR.	Proizvođači i uvoznici proizvoda u relevantnim tokovima (ambalaža, EE-oprema, baterije, gume, vozila, ulja). Također i online prodavači koji prodaju krajnjim potrošačima u HR.	Proizvođači i uvoznici proizvoda u relevantnim tokovima (ambalaža, EE-oprema, akumulatori, gume, vozila, ulja). Takođe onlajn prodavci koji prodaju krajnjim potrošačima u HR.	
content	data/zakonodaja-hr.json	zakonodaja-hr:sklopi.0.naslov	sklopi.0.naslov	EPR — splošno	EPR — općenito	EPR — general	
